# Enhanced routing data format for plot_routing.py
# Cell format: CELL x y width height cell_name
68 74 2 67 74 2 -1590859345
67 74 2 66 74 2 -1590859345
66 74 2 65 74 2 -1590859345
65 74 2 64 74 2 -1590859345
64 74 2 63 74 2 -1590859345
63 74 2 62 74 2 -1590859345
62 74 2 61 74 2 -1590859345
61 74 2 60 74 2 -1590859345
60 74 2 59 74 2 -1590859345
59 74 2 58 74 2 -1590859345
58 74 2 57 74 2 -1590859345
57 74 2 56 74 2 -1590859345
56 74 2 55 74 2 -1590859345
55 74 2 54 74 2 -1590859345
54 74 2 53 74 2 -1590859345
53 74 2 52 74 2 -1590859345
52 74 2 51 74 2 -1590859345
51 74 2 50 74 2 -1590859345
50 74 2 49 74 2 -1590859345
49 74 2 48 74 2 -1590859345
48 74 2 47 74 2 -1590859345
47 74 2 46 74 2 -1590859345
46 74 2 45 74 2 -1590859345
45 74 2 44 74 2 -1590859345
44 74 2 43 74 2 -1590859345
43 74 2 42 74 2 -1590859345
42 74 2 41 74 2 -1590859345
41 74 2 40 74 2 -1590859345
40 74 2 39 74 2 -1590859345
39 74 2 38 74 2 -1590859345
38 74 2 37 74 2 -1590859345
37 74 2 36 74 2 -1590859345
36 74 2 35 74 2 -1590859345
35 74 2 34 74 2 -1590859345
34 74 2 34 74 1 -1590859345
34 74 1 34 73 1 -1590859345
34 73 1 34 72 1 -1590859345
34 72 1 34 71 1 -1590859345
34 71 1 34 70 1 -1590859345
34 70 1 34 69 1 -1590859345
34 69 1 34 68 1 -1590859345
34 68 1 34 67 1 -1590859345
34 67 1 34 66 1 -1590859345
34 66 1 34 65 1 -1590859345
34 65 1 34 64 1 -1590859345
34 64 1 34 63 1 -1590859345
34 63 1 34 62 1 -1590859345
34 62 1 34 61 1 -1590859345
34 61 1 34 60 1 -1590859345
34 60 1 34 59 1 -1590859345
34 59 1 34 58 1 -1590859345
34 58 1 34 57 1 -1590859345
34 57 1 34 56 1 -1590859345
34 56 1 34 55 1 -1590859345
34 55 1 34 54 1 -1590859345
34 54 1 34 53 1 -1590859345
34 53 1 34 52 1 -1590859345
34 52 1 34 52 2 -1590859345
34 52 2 33 52 2 -1590859345
33 52 2 33 52 1 -1590859345
6 66 1 6 66 2 -1590590858
6 66 2 7 66 2 -1590590858
7 66 2 8 66 2 -1590590858
8 66 2 9 66 2 -1590590858
9 66 2 10 66 2 -1590590858
10 66 2 11 66 2 -1590590858
11 66 2 12 66 2 -1590590858
12 66 2 13 66 2 -1590590858
13 66 2 14 66 2 -1590590858
14 66 2 15 66 2 -1590590858
15 66 2 16 66 2 -1590590858
16 66 2 17 66 2 -1590590858
17 66 2 18 66 2 -1590590858
18 66 2 19 66 2 -1590590858
19 66 2 20 66 2 -1590590858
20 66 2 21 66 2 -1590590858
21 66 2 22 66 2 -1590590858
22 66 2 23 66 2 -1590590858
23 66 2 24 66 2 -1590590858
24 66 2 25 66 2 -1590590858
25 66 2 26 66 2 -1590590858
26 66 2 27 66 2 -1590590858
27 66 2 28 66 2 -1590590858
28 66 2 29 66 2 -1590590858
29 66 2 30 66 2 -1590590858
30 66 2 31 66 2 -1590590858
31 66 2 32 66 2 -1590590858
32 66 2 33 66 2 -1590590858
33 66 2 34 66 2 -1590590858
34 66 2 35 66 2 -1590590858
35 66 2 36 66 2 -1590590858
36 66 2 37 66 2 -1590590858
37 66 2 38 66 2 -1590590858
38 66 2 39 66 2 -1590590858
39 66 2 40 66 2 -1590590858
40 66 2 41 66 2 -1590590858
41 66 2 42 66 2 -1590590858
42 66 2 43 66 2 -1590590858
43 66 2 44 66 2 -1590590858
44 66 2 45 66 2 -1590590858
45 66 2 46 66 2 -1590590858
46 66 2 47 66 2 -1590590858
47 66 2 48 66 2 -1590590858
48 66 2 49 66 2 -1590590858
49 66 2 50 66 2 -1590590858
50 66 2 51 66 2 -1590590858
51 66 2 52 66 2 -1590590858
52 66 2 53 66 2 -1590590858
53 66 2 54 66 2 -1590590858
54 66 2 55 66 2 -1590590858
55 66 2 56 66 2 -1590590858
56 66 2 57 66 2 -1590590858
57 66 2 58 66 2 -1590590858
58 66 2 59 66 2 -1590590858
59 66 2 60 66 2 -1590590858
60 66 2 61 66 2 -1590590858
61 66 2 62 66 2 -1590590858
62 66 2 63 66 2 -1590590858
63 66 2 64 66 2 -1590590858
64 66 2 65 66 2 -1590590858
65 66 2 66 66 2 -1590590858
66 66 2 67 66 2 -1590590858
67 66 2 68 66 2 -1590590858
68 66 2 69 66 2 -1590590858
69 66 2 70 66 2 -1590590858
70 66 2 71 66 2 -1590590858
71 66 2 72 66 2 -1590590858
72 66 2 73 66 2 -1590590858
73 66 2 74 66 2 -1590590858
74 66 2 75 66 2 -1590590858
75 66 2 76 66 2 -1590590858
76 66 2 77 66 2 -1590590858
77 66 2 78 66 2 -1590590858
78 66 2 79 66 2 -1590590858
79 66 2 80 66 2 -1590590858
80 66 2 81 66 2 -1590590858
81 66 2 82 66 2 -1590590858
82 66 2 83 66 2 -1590590858
83 66 2 84 66 2 -1590590858
84 66 2 85 66 2 -1590590858
85 66 2 86 66 2 -1590590858
86 66 2 87 66 2 -1590590858
87 66 2 88 66 2 -1590590858
88 66 2 89 66 2 -1590590858
89 66 2 90 66 2 -1590590858
90 66 2 91 66 2 -1590590858
91 66 2 92 66 2 -1590590858
92 66 2 93 66 2 -1590590858
93 66 2 94 66 2 -1590590858
94 66 2 95 66 2 -1590590858
95 66 2 96 66 2 -1590590858
96 66 2 97 66 2 -1590590858
97 66 2 98 66 2 -1590590858
98 66 2 99 66 2 -1590590858
99 66 2 100 66 2 -1590590858
100 66 2 101 66 2 -1590590858
101 66 2 102 66 2 -1590590858
102 66 2 103 66 2 -1590590858
103 66 2 104 66 2 -1590590858
104 66 2 105 66 2 -1590590858
105 66 2 106 66 2 -1590590858
106 66 2 107 66 2 -1590590858
107 66 2 108 66 2 -1590590858
108 66 2 109 66 2 -1590590858
109 66 2 110 66 2 -1590590858
110 66 2 111 66 2 -1590590858
111 66 2 112 66 2 -1590590858
112 66 2 113 66 2 -1590590858
113 66 2 114 66 2 -1590590858
114 66 2 115 66 2 -1590590858
115 66 2 116 66 2 -1590590858
116 66 2 117 66 2 -1590590858
117 66 2 118 66 2 -1590590858
118 66 2 119 66 2 -1590590858
119 66 2 120 66 2 -1590590858
120 66 2 121 66 2 -1590590858
121 66 2 122 66 2 -1590590858
122 66 2 123 66 2 -1590590858
123 66 2 124 66 2 -1590590858
124 66 2 125 66 2 -1590590858
125 66 2 126 66 2 -1590590858
126 66 2 127 66 2 -1590590858
127 66 2 128 66 2 -1590590858
128 66 2 129 66 2 -1590590858
129 66 2 130 66 2 -1590590858
130 66 2 131 66 2 -1590590858
131 66 2 132 66 2 -1590590858
132 66 2 133 66 2 -1590590858
133 66 2 134 66 2 -1590590858
134 66 2 135 66 2 -1590590858
135 66 2 136 66 2 -1590590858
136 66 2 137 66 2 -1590590858
137 66 2 138 66 2 -1590590858
138 66 2 139 66 2 -1590590858
139 66 2 140 66 2 -1590590858
140 66 2 141 66 2 -1590590858
141 66 2 142 66 2 -1590590858
142 66 2 143 66 2 -1590590858
143 66 2 144 66 2 -1590590858
144 66 2 145 66 2 -1590590858
145 66 2 146 66 2 -1590590858
146 66 2 147 66 2 -1590590858
147 66 2 148 66 2 -1590590858
148 66 2 149 66 2 -1590590858
149 66 2 150 66 2 -1590590858
150 66 2 151 66 2 -1590590858
151 66 2 152 66 2 -1590590858
152 66 2 153 66 2 -1590590858
153 66 2 154 66 2 -1590590858
154 66 2 155 66 2 -1590590858
155 66 2 156 66 2 -1590590858
156 66 2 157 66 2 -1590590858
157 66 2 158 66 2 -1590590858
158 66 2 159 66 2 -1590590858
159 66 2 160 66 2 -1590590858
160 66 2 161 66 2 -1590590858
161 66 2 162 66 2 -1590590858
162 66 2 163 66 2 -1590590858
163 66 2 164 66 2 -1590590858
164 66 2 165 66 2 -1590590858
165 66 2 166 66 2 -1590590858
166 66 2 167 66 2 -1590590858
167 66 2 168 66 2 -1590590858
168 66 2 169 66 2 -1590590858
169 66 2 170 66 2 -1590590858
170 66 2 171 66 2 -1590590858
171 66 2 172 66 2 -1590590858
172 66 2 173 66 2 -1590590858
173 66 2 173 66 1 -1590590858
173 66 1 173 67 1 -1590590858
173 67 1 173 68 1 -1590590858
173 68 1 173 69 1 -1590590858
173 69 1 173 70 1 -1590590858
173 70 1 173 71 1 -1590590858
173 71 1 173 72 1 -1590590858
173 72 1 173 73 1 -1590590858
173 73 1 173 74 1 -1590590858
173 74 1 173 75 1 -1590590858
173 75 1 173 76 1 -1590590858
173 76 1 173 77 1 -1590590858
173 77 1 173 78 1 -1590590858
173 78 1 173 79 1 -1590590858
173 79 1 173 80 1 -1590590858
173 80 1 173 81 1 -1590590858
173 81 1 173 82 1 -1590590858
173 82 1 173 83 1 -1590590858
173 83 1 173 84 1 -1590590858
173 84 1 173 85 1 -1590590858
173 85 1 173 86 1 -1590590858
173 86 1 173 87 1 -1590590858
173 87 1 173 88 1 -1590590858
173 88 1 173 89 1 -1590590858
173 89 1 173 90 1 -1590590858
173 90 1 173 91 1 -1590590858
173 91 1 173 92 1 -1590590858
173 92 1 173 93 1 -1590590858
173 93 1 173 94 1 -1590590858
173 94 1 173 95 1 -1590590858
173 95 1 173 96 1 -1590590858
173 96 1 173 97 1 -1590590858
173 97 1 173 98 1 -1590590858
173 98 1 173 99 1 -1590590858
173 99 1 173 100 1 -1590590858
173 100 1 173 101 1 -1590590858
173 101 1 173 102 1 -1590590858
173 102 1 173 103 1 -1590590858
173 103 1 173 104 1 -1590590858
173 104 1 173 105 1 -1590590858
173 105 1 173 106 1 -1590590858
173 106 1 173 107 1 -1590590858
173 107 1 173 108 1 -1590590858
173 108 1 173 109 1 -1590590858
173 109 1 173 110 1 -1590590858
173 110 1 173 111 1 -1590590858
173 111 1 173 112 1 -1590590858
173 112 1 173 113 1 -1590590858
173 113 1 173 114 1 -1590590858
173 114 1 173 115 1 -1590590858
173 115 1 173 116 1 -1590590858
173 116 1 173 117 1 -1590590858
173 117 1 173 118 1 -1590590858
173 118 1 173 119 1 -1590590858
173 119 1 173 120 1 -1590590858
173 120 1 173 121 1 -1590590858
173 121 1 173 122 1 -1590590858
173 122 1 173 123 1 -1590590858
173 123 1 173 124 1 -1590590858
173 124 1 173 125 1 -1590590858
151 7 1 151 6 1 -1585620995
151 6 1 151 6 2 -1585620995
151 6 2 150 6 2 -1585620995
150 6 2 149 6 2 -1585620995
149 6 2 149 6 1 -1585620995
149 6 1 149 7 1 -1585620995
149 7 1 149 8 1 -1585620995
149 8 1 149 9 1 -1585620995
149 9 1 149 10 1 -1585620995
149 10 1 149 11 1 -1585620995
149 11 1 149 12 1 -1585620995
149 12 1 149 13 1 -1585620995
149 13 1 149 14 1 -1585620995
149 14 1 149 15 1 -1585620995
149 15 1 149 16 1 -1585620995
149 16 1 149 17 1 -1585620995
149 17 1 149 18 1 -1585620995
149 18 1 149 19 1 -1585620995
149 19 1 149 20 1 -1585620995
149 20 1 149 21 1 -1585620995
149 21 1 149 22 1 -1585620995
149 22 1 149 23 1 -1585620995
149 23 1 149 24 1 -1585620995
149 24 1 149 25 1 -1585620995
149 25 1 149 26 1 -1585620995
149 26 1 149 27 1 -1585620995
149 27 1 149 28 1 -1585620995
149 28 1 149 29 1 -1585620995
149 29 1 149 30 1 -1585620995
149 30 1 149 31 1 -1585620995
149 31 1 149 32 1 -1585620995
149 32 1 149 33 1 -1585620995
149 33 1 149 34 1 -1585620995
149 34 1 149 35 1 -1585620995
149 35 1 149 36 1 -1585620995
149 36 1 149 37 1 -1585620995
149 37 1 149 38 1 -1585620995
149 38 1 149 39 1 -1585620995
149 39 1 149 40 1 -1585620995
149 40 1 149 41 1 -1585620995
149 41 1 149 42 1 -1585620995
149 42 1 149 43 1 -1585620995
149 43 1 149 44 1 -1585620995
149 44 1 149 45 1 -1585620995
149 45 1 149 46 1 -1585620995
149 46 1 149 47 1 -1585620995
149 47 1 149 48 1 -1585620995
149 48 1 149 49 1 -1585620995
149 49 1 149 50 1 -1585620995
149 50 1 149 51 1 -1585620995
149 51 1 149 52 1 -1585620995
149 52 1 149 53 1 -1585620995
149 53 1 149 54 1 -1585620995
149 54 1 149 55 1 -1585620995
149 55 1 149 56 1 -1585620995
149 56 1 149 57 1 -1585620995
149 57 1 149 58 1 -1585620995
149 58 1 149 59 1 -1585620995
149 59 1 149 60 1 -1585620995
149 60 1 149 61 1 -1585620995
149 61 1 149 62 1 -1585620995
149 62 1 149 63 1 -1585620995
149 63 1 149 64 1 -1585620995
149 64 1 149 65 1 -1585620995
149 65 1 149 66 1 -1585620995
149 66 1 149 67 1 -1585620995
149 67 1 149 68 1 -1585620995
149 68 1 149 68 2 -1585620995
149 68 2 148 68 2 -1585620995
148 68 2 147 68 2 -1585620995
147 68 2 146 68 2 -1585620995
146 68 2 145 68 2 -1585620995
145 68 2 144 68 2 -1585620995
144 68 2 143 68 2 -1585620995
143 68 2 142 68 2 -1585620995
142 68 2 141 68 2 -1585620995
141 68 2 140 68 2 -1585620995
140 68 2 139 68 2 -1585620995
139 68 2 138 68 2 -1585620995
138 68 2 137 68 2 -1585620995
137 68 2 136 68 2 -1585620995
136 68 2 135 68 2 -1585620995
135 68 2 134 68 2 -1585620995
134 68 2 133 68 2 -1585620995
133 68 2 132 68 2 -1585620995
132 68 2 131 68 2 -1585620995
131 68 2 130 68 2 -1585620995
130 68 2 129 68 2 -1585620995
129 68 2 128 68 2 -1585620995
128 68 2 127 68 2 -1585620995
127 68 2 126 68 2 -1585620995
126 68 2 125 68 2 -1585620995
125 68 2 124 68 2 -1585620995
124 68 2 123 68 2 -1585620995
123 68 2 122 68 2 -1585620995
122 68 2 121 68 2 -1585620995
121 68 2 120 68 2 -1585620995
120 68 2 119 68 2 -1585620995
119 68 2 118 68 2 -1585620995
118 68 2 118 68 1 -1585620995
118 68 1 118 69 1 -1585620995
118 69 1 118 70 1 -1585620995
118 70 1 118 71 1 -1585620995
118 71 1 118 72 1 -1585620995
118 72 1 118 73 1 -1585620995
118 73 1 118 74 1 -1585620995
118 74 1 118 75 1 -1585620995
118 75 1 118 76 1 -1585620995
118 76 1 118 77 1 -1585620995
118 77 1 118 78 1 -1585620995
118 78 1 118 79 1 -1585620995
118 79 1 118 80 1 -1585620995
118 80 1 118 81 1 -1585620995
118 81 1 118 82 1 -1585620995
118 82 1 118 83 1 -1585620995
118 83 1 118 84 1 -1585620995
118 84 1 118 85 1 -1585620995
118 85 1 118 86 1 -1585620995
118 86 1 118 87 1 -1585620995
118 87 1 118 88 1 -1585620995
118 88 1 118 89 1 -1585620995
118 89 1 118 90 1 -1585620995
118 90 1 118 91 1 -1585620995
118 91 1 118 92 1 -1585620995
118 92 1 118 93 1 -1585620995
118 93 1 118 94 1 -1585620995
118 94 1 118 95 1 -1585620995
118 95 1 118 96 1 -1585620995
118 96 1 118 97 1 -1585620995
118 97 1 118 98 1 -1585620995
118 98 1 118 99 1 -1585620995
118 99 1 118 100 1 -1585620995
118 100 1 118 101 1 -1585620995
118 101 1 118 102 1 -1585620995
118 102 1 118 103 1 -1585620995
118 103 1 118 104 1 -1585620995
118 104 1 118 105 1 -1585620995
118 105 1 118 106 1 -1585620995
118 106 1 118 107 1 -1585620995
118 107 1 118 108 1 -1585620995
118 108 1 118 109 1 -1585620995
118 109 1 118 110 1 -1585620995
118 110 1 118 111 1 -1585620995
118 111 1 118 112 1 -1585620995
118 112 1 118 113 1 -1585620995
118 113 1 118 114 1 -1585620995
118 114 1 118 115 1 -1585620995
118 115 1 118 116 1 -1585620995
118 116 1 118 117 1 -1585620995
118 117 1 118 118 1 -1585620995
118 118 1 118 119 1 -1585620995
118 119 1 118 120 1 -1585620995
118 120 1 118 121 1 -1585620995
118 121 1 118 122 1 -1585620995
118 122 1 118 123 1 -1585620995
118 123 1 118 124 1 -1585620995
118 124 1 118 125 1 -1585620995
118 125 1 118 126 1 -1585620995
118 126 1 118 127 1 -1585620995
118 127 1 118 128 1 -1585620995
118 128 1 118 129 1 -1585620995
118 129 1 118 130 1 -1585620995
118 130 1 118 131 1 -1585620995
118 131 1 118 132 1 -1585620995
118 132 1 118 133 1 -1585620995
118 133 1 118 134 1 -1585620995
118 134 1 118 135 1 -1585620995
118 135 1 118 136 1 -1585620995
118 136 1 118 137 1 -1585620995
118 137 1 118 138 1 -1585620995
118 138 1 118 139 1 -1585620995
118 139 1 118 140 1 -1585620995
118 140 1 118 141 1 -1585620995
118 141 1 118 142 1 -1585620995
118 142 1 118 143 1 -1585620995
118 143 1 118 144 1 -1585620995
118 144 1 118 145 1 -1585620995
118 145 1 118 146 1 -1585620995
118 146 1 118 147 1 -1585620995
118 147 1 118 148 1 -1585620995
118 148 1 118 149 1 -1585620995
118 149 1 118 150 1 -1585620995
118 150 1 118 151 1 -1585620995
118 151 1 118 152 1 -1585620995
118 152 1 118 153 1 -1585620995
118 153 1 118 154 1 -1585620995
118 154 1 118 155 1 -1585620995
118 155 1 118 156 1 -1585620995
118 156 1 118 156 2 -1585620995
118 156 2 117 156 2 -1585620995
117 156 2 117 156 1 -1585620995
117 156 1 117 155 1 -1585620995
95 66 1 95 67 1 -1553935037
95 67 1 95 67 2 -1553935037
95 67 2 94 67 2 -1553935037
94 67 2 93 67 2 -1553935037
93 67 2 92 67 2 -1553935037
92 67 2 91 67 2 -1553935037
91 67 2 90 67 2 -1553935037
90 67 2 89 67 2 -1553935037
89 67 2 88 67 2 -1553935037
88 67 2 87 67 2 -1553935037
87 67 2 86 67 2 -1553935037
86 67 2 85 67 2 -1553935037
85 67 2 84 67 2 -1553935037
84 67 2 83 67 2 -1553935037
83 67 2 82 67 2 -1553935037
82 67 2 81 67 2 -1553935037
81 67 2 80 67 2 -1553935037
80 67 2 79 67 2 -1553935037
79 67 2 78 67 2 -1553935037
78 67 2 77 67 2 -1553935037
77 67 2 76 67 2 -1553935037
76 67 2 75 67 2 -1553935037
75 67 2 74 67 2 -1553935037
74 67 2 73 67 2 -1553935037
73 67 2 72 67 2 -1553935037
72 67 2 71 67 2 -1553935037
71 67 2 70 67 2 -1553935037
70 67 2 69 67 2 -1553935037
69 67 2 68 67 2 -1553935037
68 67 2 67 67 2 -1553935037
67 67 2 66 67 2 -1553935037
66 67 2 65 67 2 -1553935037
65 67 2 64 67 2 -1553935037
64 67 2 63 67 2 -1553935037
63 67 2 62 67 2 -1553935037
62 67 2 61 67 2 -1553935037
61 67 2 60 67 2 -1553935037
60 67 2 59 67 2 -1553935037
59 67 2 58 67 2 -1553935037
58 67 2 57 67 2 -1553935037
57 67 2 56 67 2 -1553935037
56 67 2 55 67 2 -1553935037
55 67 2 54 67 2 -1553935037
54 67 2 53 67 2 -1553935037
53 67 2 52 67 2 -1553935037
52 67 2 51 67 2 -1553935037
51 67 2 50 67 2 -1553935037
50 67 2 49 67 2 -1553935037
49 67 2 48 67 2 -1553935037
48 67 2 47 67 2 -1553935037
47 67 2 46 67 2 -1553935037
46 67 2 45 67 2 -1553935037
45 67 2 44 67 2 -1553935037
44 67 2 43 67 2 -1553935037
43 67 2 42 67 2 -1553935037
42 67 2 41 67 2 -1553935037
41 67 2 40 67 2 -1553935037
40 67 2 40 67 1 -1553935037
40 67 1 40 68 1 -1553935037
40 68 1 40 69 1 -1553935037
40 69 1 40 70 1 -1553935037
40 70 1 40 71 1 -1553935037
40 71 1 40 72 1 -1553935037
40 72 1 40 73 1 -1553935037
40 73 1 40 74 1 -1553935037
40 74 1 40 75 1 -1553935037
40 75 1 40 76 1 -1553935037
40 76 1 40 77 1 -1553935037
40 77 1 40 78 1 -1553935037
40 78 1 40 79 1 -1553935037
40 79 1 40 80 1 -1553935037
40 80 1 40 81 1 -1553935037
40 81 1 40 82 1 -1553935037
40 82 1 40 83 1 -1553935037
40 83 1 40 84 1 -1553935037
40 84 1 40 85 1 -1553935037
40 85 1 40 86 1 -1553935037
40 86 1 40 87 1 -1553935037
40 87 1 40 88 1 -1553935037
40 88 1 40 89 1 -1553935037
40 89 1 40 90 1 -1553935037
40 90 1 40 91 1 -1553935037
40 91 1 40 92 1 -1553935037
40 92 1 40 93 1 -1553935037
40 93 1 40 94 1 -1553935037
40 94 1 40 95 1 -1553935037
40 95 1 40 96 1 -1553935037
130 140 1 130 139 1 -1426248197
130 139 1 130 138 1 -1426248197
130 138 1 130 137 1 -1426248197
130 137 1 130 136 1 -1426248197
130 136 1 130 135 1 -1426248197
130 135 1 130 134 1 -1426248197
130 134 1 130 133 1 -1426248197
130 133 1 130 132 1 -1426248197
130 132 1 130 131 1 -1426248197
130 131 1 130 130 1 -1426248197
130 130 1 130 129 1 -1426248197
130 129 1 130 128 1 -1426248197
130 128 1 130 127 1 -1426248197
130 127 1 130 126 1 -1426248197
130 126 1 130 125 1 -1426248197
130 125 1 130 124 1 -1426248197
130 124 1 130 123 1 -1426248197
130 123 1 130 122 1 -1426248197
130 122 1 130 121 1 -1426248197
130 121 1 130 120 1 -1426248197
130 120 1 130 119 1 -1426248197
130 119 1 130 118 1 -1426248197
130 118 1 130 117 1 -1426248197
130 117 1 130 116 1 -1426248197
130 116 1 130 115 1 -1426248197
130 115 1 130 114 1 -1426248197
130 114 1 130 113 1 -1426248197
130 113 1 130 112 1 -1426248197
130 112 1 130 111 1 -1426248197
130 111 1 130 110 1 -1426248197
130 110 1 130 109 1 -1426248197
130 109 1 130 108 1 -1426248197
130 108 1 130 107 1 -1426248197
130 107 1 130 106 1 -1426248197
130 106 1 130 105 1 -1426248197
130 105 1 130 104 1 -1426248197
130 104 1 130 103 1 -1426248197
130 103 1 130 102 1 -1426248197
130 102 1 130 101 1 -1426248197
130 101 1 130 100 1 -1426248197
130 100 1 130 99 1 -1426248197
130 99 1 130 98 1 -1426248197
130 98 1 130 97 1 -1426248197
130 97 1 130 96 1 -1426248197
130 96 1 130 95 1 -1426248197
130 95 1 130 94 1 -1426248197
130 94 1 130 93 1 -1426248197
130 93 1 130 92 1 -1426248197
130 92 1 130 91 1 -1426248197
130 91 1 130 90 1 -1426248197
130 90 1 130 89 1 -1426248197
130 89 1 130 88 1 -1426248197
130 88 1 130 87 1 -1426248197
130 87 1 130 86 1 -1426248197
130 86 1 130 85 1 -1426248197
130 85 1 130 84 1 -1426248197
130 84 1 130 83 1 -1426248197
130 83 1 130 82 1 -1426248197
130 82 1 130 81 1 -1426248197
130 81 1 130 80 1 -1426248197
130 80 1 130 79 1 -1426248197
130 79 1 130 78 1 -1426248197
130 78 1 130 77 1 -1426248197
130 77 1 130 76 1 -1426248197
130 76 1 130 75 1 -1426248197
130 75 1 130 74 1 -1426248197
130 74 1 130 73 1 -1426248197
130 73 1 130 72 1 -1426248197
130 72 1 130 71 1 -1426248197
130 71 1 130 70 1 -1426248197
130 70 1 130 69 1 -1426248197
130 69 1 130 68 1 -1426248197
130 68 1 130 67 1 -1426248197
130 67 1 130 66 1 -1426248197
130 66 1 130 65 1 -1426248197
130 65 1 130 64 1 -1426248197
130 64 1 130 63 1 -1426248197
130 63 1 130 62 1 -1426248197
130 62 1 130 61 1 -1426248197
130 61 1 130 60 1 -1426248197
130 60 1 130 59 1 -1426248197
130 59 1 130 58 1 -1426248197
130 58 1 130 57 1 -1426248197
130 57 1 130 56 1 -1426248197
130 56 1 130 55 1 -1426248197
130 55 1 130 54 1 -1426248197
130 54 1 130 53 1 -1426248197
130 53 1 130 52 1 -1426248197
130 52 1 130 51 1 -1426248197
130 51 1 130 50 1 -1426248197
130 50 1 130 49 1 -1426248197
130 49 1 130 48 1 -1426248197
130 48 1 130 47 1 -1426248197
130 47 1 130 46 1 -1426248197
130 46 1 130 45 1 -1426248197
130 45 1 130 44 1 -1426248197
130 44 1 130 43 1 -1426248197
130 43 1 130 42 1 -1426248197
130 42 1 130 41 1 -1426248197
130 41 1 130 40 1 -1426248197
130 40 1 130 39 1 -1426248197
130 39 1 130 38 1 -1426248197
130 38 1 130 37 1 -1426248197
130 37 1 130 36 1 -1426248197
130 36 1 130 35 1 -1426248197
130 35 1 130 34 1 -1426248197
130 34 1 130 33 1 -1426248197
130 33 1 130 32 1 -1426248197
130 32 1 130 31 1 -1426248197
130 31 1 130 30 1 -1426248197
130 30 1 130 29 1 -1426248197
130 29 1 130 28 1 -1426248197
130 28 1 130 27 1 -1426248197
130 27 1 130 26 1 -1426248197
130 26 1 130 25 1 -1426248197
130 25 1 130 24 1 -1426248197
130 24 1 130 23 1 -1426248197
130 23 1 130 22 1 -1426248197
130 22 1 130 21 1 -1426248197
130 21 1 130 20 1 -1426248197
130 20 1 130 20 2 -1426248197
130 20 2 131 20 2 -1426248197
131 20 2 132 20 2 -1426248197
132 20 2 133 20 2 -1426248197
133 20 2 134 20 2 -1426248197
134 20 2 135 20 2 -1426248197
135 20 2 136 20 2 -1426248197
136 20 2 137 20 2 -1426248197
137 20 2 138 20 2 -1426248197
138 20 2 139 20 2 -1426248197
139 20 2 140 20 2 -1426248197
140 20 2 141 20 2 -1426248197
141 20 2 142 20 2 -1426248197
142 20 2 143 20 2 -1426248197
143 20 2 144 20 2 -1426248197
144 20 2 145 20 2 -1426248197
145 20 2 146 20 2 -1426248197
146 20 2 147 20 2 -1426248197
147 20 2 148 20 2 -1426248197
148 20 2 149 20 2 -1426248197
149 20 2 150 20 2 -1426248197
150 20 2 151 20 2 -1426248197
151 20 2 152 20 2 -1426248197
152 20 2 153 20 2 -1426248197
153 20 2 154 20 2 -1426248197
154 20 2 155 20 2 -1426248197
155 20 2 156 20 2 -1426248197
156 20 2 157 20 2 -1426248197
157 20 2 158 20 2 -1426248197
158 20 2 159 20 2 -1426248197
159 20 2 160 20 2 -1426248197
160 20 2 161 20 2 -1426248197
161 20 2 162 20 2 -1426248197
162 20 2 163 20 2 -1426248197
163 20 2 164 20 2 -1426248197
164 20 2 165 20 2 -1426248197
165 20 2 166 20 2 -1426248197
166 20 2 167 20 2 -1426248197
167 20 2 168 20 2 -1426248197
168 20 2 169 20 2 -1426248197
169 20 2 170 20 2 -1426248197
170 20 2 171 20 2 -1426248197
171 20 2 172 20 2 -1426248197
172 20 2 173 20 2 -1426248197
173 20 2 174 20 2 -1426248197
174 20 2 175 20 2 -1426248197
175 20 2 176 20 2 -1426248197
176 20 2 177 20 2 -1426248197
177 20 2 178 20 2 -1426248197
178 20 2 178 20 1 -1426248197
178 20 1 178 19 1 -1426248197
178 19 1 178 18 1 -1426248197
178 18 1 178 17 1 -1426248197
178 17 1 178 16 1 -1426248197
178 16 1 178 15 1 -1426248197
178 15 1 178 14 1 -1426248197
178 14 1 178 13 1 -1426248197
178 13 1 178 12 1 -1426248197
178 12 1 178 11 1 -1426248197
178 11 1 178 10 1 -1426248197
178 10 1 178 9 1 -1426248197
178 9 1 178 8 1 -1426248197
178 8 1 178 7 1 -1426248197
173 7 1 173 8 1 -1414850720
173 8 1 173 9 1 -1414850720
173 9 1 173 10 1 -1414850720
173 10 1 173 11 1 -1414850720
173 11 1 173 12 1 -1414850720
173 12 1 173 12 2 -1414850720
173 12 2 172 12 2 -1414850720
172 12 2 171 12 2 -1414850720
171 12 2 170 12 2 -1414850720
170 12 2 169 12 2 -1414850720
169 12 2 168 12 2 -1414850720
168 12 2 167 12 2 -1414850720
167 12 2 166 12 2 -1414850720
166 12 2 165 12 2 -1414850720
165 12 2 164 12 2 -1414850720
164 12 2 163 12 2 -1414850720
163 12 2 162 12 2 -1414850720
162 12 2 161 12 2 -1414850720
161 12 2 160 12 2 -1414850720
160 12 2 159 12 2 -1414850720
159 12 2 158 12 2 -1414850720
158 12 2 157 12 2 -1414850720
157 12 2 156 12 2 -1414850720
156 12 2 155 12 2 -1414850720
155 12 2 154 12 2 -1414850720
