# Enhanced routing data format for plot_routing.py
# Cell format: CELL x y width height cell_name
166 189 1 166 188 1 -1506154214
166 188 1 166 187 1 -1506154214
166 187 1 166 186 1 -1506154214
166 186 1 166 185 1 -1506154214
166 185 1 166 184 1 -1506154214
166 184 1 166 183 1 -1506154214
166 183 1 166 182 1 -1506154214
166 182 1 166 181 1 -1506154214
166 181 1 166 180 1 -1506154214
166 180 1 166 179 1 -1506154214
166 179 1 166 178 1 -1506154214
166 178 1 166 177 1 -1506154214
166 177 1 166 176 1 -1506154214
166 176 1 166 175 1 -1506154214
166 175 1 166 174 1 -1506154214
166 174 1 166 173 1 -1506154214
166 173 1 166 172 1 -1506154214
166 172 1 166 171 1 -1506154214
166 171 1 166 170 1 -1506154214
166 170 1 166 169 1 -1506154214
166 169 1 166 168 1 -1506154214
166 168 1 166 167 1 -1506154214
166 167 1 166 166 1 -1506154214
166 166 1 166 165 1 -1506154214
166 165 1 166 164 1 -1506154214
166 164 1 166 163 1 -1506154214
166 163 1 166 162 1 -1506154214
166 162 1 166 161 1 -1506154214
166 161 1 166 160 1 -1506154214
166 160 1 166 159 1 -1506154214
166 159 1 166 158 1 -1506154214
166 158 1 166 157 1 -1506154214
166 157 1 166 156 1 -1506154214
166 156 1 166 155 1 -1506154214
166 155 1 166 154 1 -1506154214
166 154 1 166 153 1 -1506154214
166 153 1 166 152 1 -1506154214
166 152 1 166 151 1 -1506154214
166 151 1 166 150 1 -1506154214
166 150 1 166 149 1 -1506154214
166 149 1 166 148 1 -1506154214
166 148 1 166 147 1 -1506154214
166 147 1 166 146 1 -1506154214
166 146 1 166 145 1 -1506154214
166 145 1 166 144 1 -1506154214
166 144 1 166 143 1 -1506154214
166 143 1 166 142 1 -1506154214
166 142 1 166 141 1 -1506154214
166 141 1 166 140 1 -1506154214
166 140 1 166 139 1 -1506154214
166 139 1 166 138 1 -1506154214
166 138 1 166 137 1 -1506154214
166 137 1 166 136 1 -1506154214
166 136 1 166 135 1 -1506154214
166 135 1 166 134 1 -1506154214
166 134 1 166 133 1 -1506154214
166 133 1 166 132 1 -1506154214
166 132 1 166 131 1 -1506154214
166 131 1 166 130 1 -1506154214
166 130 1 166 129 1 -1506154214
166 129 1 166 128 1 -1506154214
166 128 1 166 127 1 -1506154214
166 127 1 166 126 1 -1506154214
166 126 1 166 125 1 -1506154214
166 125 1 166 124 1 -1506154214
166 124 1 166 123 1 -1506154214
166 123 1 166 122 1 -1506154214
166 122 1 166 121 1 -1506154214
166 121 1 166 120 1 -1506154214
166 120 1 166 119 1 -1506154214
166 119 1 166 118 1 -1506154214
166 118 1 166 117 1 -1506154214
166 117 1 166 116 1 -1506154214
166 116 1 166 115 1 -1506154214
166 115 1 166 114 1 -1506154214
166 114 1 166 113 1 -1506154214
166 113 1 166 112 1 -1506154214
166 112 1 166 112 0 -1506154214
166 112 0 165 112 0 -1506154214
165 112 0 164 112 0 -1506154214
164 112 0 163 112 0 -1506154214
163 112 0 163 112 1 -1506154214
163 112 1 163 111 1 -1506154214
163 111 1 163 110 1 -1506154214
163 110 1 163 109 1 -1506154214
163 109 1 163 108 1 -1506154214
163 108 1 163 107 1 -1506154214
163 107 1 163 106 1 -1506154214
163 106 1 163 106 0 -1506154214
163 106 0 162 106 0 -1506154214
162 106 0 161 106 0 -1506154214
161 106 0 160 106 0 -1506154214
160 106 0 159 106 0 -1506154214
159 106 0 158 106 0 -1506154214
158 106 0 157 106 0 -1506154214
157 106 0 156 106 0 -1506154214
156 106 0 155 106 0 -1506154214
155 106 0 154 106 0 -1506154214
154 106 0 153 106 0 -1506154214
153 106 0 152 106 0 -1506154214
152 106 0 151 106 0 -1506154214
151 106 0 150 106 0 -1506154214
150 106 0 149 106 0 -1506154214
149 106 0 148 106 0 -1506154214
148 106 0 147 106 0 -1506154214
147 106 0 146 106 0 -1506154214
146 106 0 145 106 0 -1506154214
145 106 0 144 106 0 -1506154214
144 106 0 143 106 0 -1506154214
143 106 0 142 106 0 -1506154214
142 106 0 141 106 0 -1506154214
141 106 0 140 106 0 -1506154214
140 106 0 140 106 1 -1506154214
140 106 1 140 105 1 -1506154214
140 105 1 140 104 1 -1506154214
140 104 1 140 103 1 -1506154214
140 103 1 140 102 1 -1506154214
140 102 1 140 101 1 -1506154214
140 101 1 140 100 1 -1506154214
140 100 1 140 99 1 -1506154214
140 99 1 140 98 1 -1506154214
140 98 1 140 97 1 -1506154214
140 97 1 140 96 1 -1506154214
140 96 1 140 95 1 -1506154214
140 95 1 140 95 2 -1506154214
140 95 2 139 95 2 -1506154214
139 95 2 138 95 2 -1506154214
138 95 2 137 95 2 -1506154214
137 95 2 136 95 2 -1506154214
136 95 2 135 95 2 -1506154214
135 95 2 134 95 2 -1506154214
134 95 2 133 95 2 -1506154214
133 95 2 132 95 2 -1506154214
132 95 2 131 95 2 -1506154214
131 95 2 130 95 2 -1506154214
130 95 2 130 95 1 -1506154214
130 95 1 130 94 1 -1506154214
130 94 1 130 93 1 -1506154214
130 93 1 130 92 1 -1506154214
130 92 1 130 91 1 -1506154214
130 91 1 130 90 1 -1506154214
130 90 1 130 89 1 -1506154214
130 89 1 130 88 1 -1506154214
130 88 1 130 87 1 -1506154214
130 87 1 130 86 1 -1506154214
130 86 1 130 85 1 -1506154214
130 85 1 130 84 1 -1506154214
130 84 1 130 83 1 -1506154214
130 83 1 130 82 1 -1506154214
130 82 1 130 81 1 -1506154214
130 81 1 130 80 1 -1506154214
130 80 1 130 79 1 -1506154214
130 79 1 130 79 2 -1506154214
130 79 2 129 79 2 -1506154214
129 79 2 128 79 2 -1506154214
128 79 2 127 79 2 -1506154214
127 79 2 126 79 2 -1506154214
126 79 2 125 79 2 -1506154214
125 79 2 124 79 2 -1506154214
124 79 2 123 79 2 -1506154214
123 79 2 122 79 2 -1506154214
122 79 2 121 79 2 -1506154214
121 79 2 120 79 2 -1506154214
120 79 2 119 79 2 -1506154214
119 79 2 118 79 2 -1506154214
118 79 2 117 79 2 -1506154214
117 79 2 116 79 2 -1506154214
116 79 2 116 79 1 -1506154214
116 79 1 116 78 1 -1506154214
116 78 1 116 77 1 -1506154214
116 77 1 116 76 1 -1506154214
116 76 1 116 75 1 -1506154214
116 75 1 116 74 1 -1506154214
116 74 1 116 73 1 -1506154214
116 73 1 116 72 1 -1506154214
116 72 1 116 71 1 -1506154214
116 71 1 116 70 1 -1506154214
116 70 1 116 69 1 -1506154214
116 69 1 116 68 1 -1506154214
116 68 1 116 67 1 -1506154214
116 67 1 116 66 1 -1506154214
116 66 1 116 66 2 -1506154214
116 66 2 115 66 2 -1506154214
115 66 2 114 66 2 -1506154214
114 66 2 113 66 2 -1506154214
113 66 2 112 66 2 -1506154214
112 66 2 111 66 2 -1506154214
111 66 2 110 66 2 -1506154214
110 66 2 109 66 2 -1506154214
109 66 2 108 66 2 -1506154214
108 66 2 107 66 2 -1506154214
107 66 2 106 66 2 -1506154214
106 66 2 106 66 1 -1506154214
106 66 1 106 65 1 -1506154214
106 65 1 106 65 0 -1506154214
106 65 0 105 65 0 -1506154214
105 65 0 104 65 0 -1506154214
104 65 0 103 65 0 -1506154214
103 65 0 102 65 0 -1506154214
102 65 0 101 65 0 -1506154214
101 65 0 100 65 0 -1506154214
100 65 0 99 65 0 -1506154214
99 65 0 98 65 0 -1506154214
98 65 0 97 65 0 -1506154214
97 65 0 96 65 0 -1506154214
96 65 0 95 65 0 -1506154214
95 65 0 94 65 0 -1506154214
94 65 0 93 65 0 -1506154214
93 65 0 92 65 0 -1506154214
92 65 0 91 65 0 -1506154214
91 65 0 90 65 0 -1506154214
90 65 0 89 65 0 -1506154214
89 65 0 88 65 0 -1506154214
88 65 0 87 65 0 -1506154214
87 65 0 86 65 0 -1506154214
86 65 0 85 65 0 -1506154214
85 65 0 84 65 0 -1506154214
84 65 0 83 65 0 -1506154214
83 65 0 82 65 0 -1506154214
82 65 0 81 65 0 -1506154214
81 65 0 80 65 0 -1506154214
80 65 0 79 65 0 -1506154214
79 65 0 78 65 0 -1506154214
78 65 0 77 65 0 -1506154214
77 65 0 76 65 0 -1506154214
76 65 0 75 65 0 -1506154214
75 65 0 74 65 0 -1506154214
74 65 0 73 65 0 -1506154214
73 65 0 72 65 0 -1506154214
72 65 0 71 65 0 -1506154214
71 65 0 70 65 0 -1506154214
70 65 0 69 65 0 -1506154214
69 65 0 68 65 0 -1506154214
68 65 0 67 65 0 -1506154214
67 65 0 67 65 1 -1506154214
67 65 1 67 66 1 -1506154214
67 66 1 67 67 1 -1506154214
67 67 1 67 67 2 -1506154214
67 67 2 66 67 2 -1506154214
66 67 2 65 67 2 -1506154214
65 67 2 64 67 2 -1506154214
64 67 2 63 67 2 -1506154214
63 67 2 62 67 2 -1506154214
62 67 2 61 67 2 -1506154214
61 67 2 60 67 2 -1506154214
60 67 2 59 67 2 -1506154214
59 67 2 58 67 2 -1506154214
58 67 2 57 67 2 -1506154214
57 67 2 56 67 2 -1506154214
56 67 2 55 67 2 -1506154214
55 67 2 54 67 2 -1506154214
54 67 2 53 67 2 -1506154214
53 67 2 52 67 2 -1506154214
52 67 2 51 67 2 -1506154214
51 67 2 50 67 2 -1506154214
50 67 2 49 67 2 -1506154214
49 67 2 48 67 2 -1506154214
48 67 2 47 67 2 -1506154214
47 67 2 46 67 2 -1506154214
46 67 2 45 67 2 -1506154214
45 67 2 44 67 2 -1506154214
44 67 2 43 67 2 -1506154214
43 67 2 42 67 2 -1506154214
42 67 2 41 67 2 -1506154214
41 67 2 40 67 2 -1506154214
40 67 2 39 67 2 -1506154214
39 67 2 38 67 2 -1506154214
38 67 2 37 67 2 -1506154214
37 67 2 36 67 2 -1506154214
36 67 2 35 67 2 -1506154214
35 67 2 35 67 1 -1506154214
35 67 1 35 67 2 -1506154214
35 67 2 34 67 2 -1506154214
34 67 2 33 67 2 -1506154214
33 67 2 32 67 2 -1506154214
32 67 2 31 67 2 -1506154214
31 67 2 30 67 2 -1506154214
30 67 2 29 67 2 -1506154214
29 67 2 28 67 2 -1506154214
28 67 2 27 67 2 -1506154214
27 67 2 26 67 2 -1506154214
26 67 2 25 67 2 -1506154214
25 67 2 24 67 2 -1506154214
24 67 2 23 67 2 -1506154214
23 67 2 22 67 2 -1506154214
22 67 2 21 67 2 -1506154214
21 67 2 20 67 2 -1506154214
20 67 2 19 67 2 -1506154214
19 67 2 18 67 2 -1506154214
18 67 2 18 67 1 -1506154214
18 67 1 18 66 1 -1506154214
18 66 1 18 65 1 -1506154214
18 65 1 18 64 1 -1506154214
18 64 1 18 63 1 -1506154214
18 63 1 18 62 1 -1506154214
18 62 1 18 61 1 -1506154214
18 61 1 18 61 0 -1506154214
18 61 0 19 61 0 -1506154214
19 61 0 20 61 0 -1506154214
20 61 0 21 61 0 -1506154214
21 61 0 21 61 1 -1506154214
21 61 1 21 60 1 -1506154214
21 60 1 21 59 1 -1506154214
21 59 1 21 59 2 -1506154214
21 59 2 22 59 2 -1506154214
22 59 2 23 59 2 -1506154214
23 59 2 24 59 2 -1506154214
24 59 2 25 59 2 -1506154214
25 59 2 25 59 1 -1506154214
25 59 1 25 58 1 -1506154214
25 58 1 25 57 1 -1506154214
25 57 1 25 56 1 -1506154214
25 56 1 25 55 1 -1506154214
25 55 1 25 54 1 -1506154214
25 54 1 25 53 1 -1506154214
124 141 1 124 140 1 -1506154214
124 140 1 124 139 1 -1506154214
124 139 1 124 138 1 -1506154214
124 138 1 124 137 1 -1506154214
124 137 1 124 136 1 -1506154214
124 136 1 124 135 1 -1506154214
124 135 1 124 134 1 -1506154214
124 134 1 124 133 1 -1506154214
124 133 1 124 133 2 -1506154214
124 133 2 125 133 2 -1506154214
125 133 2 126 133 2 -1506154214
126 133 2 126 133 1 -1506154214
126 133 1 126 132 1 -1506154214
126 132 1 126 132 2 -1506154214
126 132 2 127 132 2 -1506154214
127 132 2 128 132 2 -1506154214
128 132 2 129 132 2 -1506154214
129 132 2 130 132 2 -1506154214
130 132 2 131 132 2 -1506154214
131 132 2 132 132 2 -1506154214
132 132 2 133 132 2 -1506154214
133 132 2 134 132 2 -1506154214
134 132 2 135 132 2 -1506154214
135 132 2 136 132 2 -1506154214
136 132 2 137 132 2 -1506154214
137 132 2 138 132 2 -1506154214
138 132 2 139 132 2 -1506154214
139 132 2 140 132 2 -1506154214
140 132 2 141 132 2 -1506154214
141 132 2 142 132 2 -1506154214
142 132 2 143 132 2 -1506154214
143 132 2 144 132 2 -1506154214
144 132 2 145 132 2 -1506154214
145 132 2 146 132 2 -1506154214
146 132 2 147 132 2 -1506154214
147 132 2 148 132 2 -1506154214
148 132 2 149 132 2 -1506154214
149 132 2 150 132 2 -1506154214
150 132 2 151 132 2 -1506154214
151 132 2 152 132 2 -1506154214
152 132 2 153 132 2 -1506154214
153 132 2 154 132 2 -1506154214
154 132 2 155 132 2 -1506154214
155 132 2 156 132 2 -1506154214
156 132 2 157 132 2 -1506154214
157 132 2 158 132 2 -1506154214
158 132 2 159 132 2 -1506154214
159 132 2 160 132 2 -1506154214
160 132 2 161 132 2 -1506154214
161 132 2 162 132 2 -1506154214
162 132 2 163 132 2 -1506154214
163 132 2 164 132 2 -1506154214
164 132 2 165 132 2 -1506154214
165 132 2 166 132 2 -1506154214
166 132 2 167 132 2 -1506154214
167 132 2 168 132 2 -1506154214
168 132 2 169 132 2 -1506154214
169 132 2 170 132 2 -1506154214
170 132 2 171 132 2 -1506154214
171 132 2 172 132 2 -1506154214
172 132 2 173 132 2 -1506154214
173 132 2 174 132 2 -1506154214
174 132 2 175 132 2 -1506154214
175 132 2 176 132 2 -1506154214
176 132 2 177 132 2 -1506154214
177 132 2 178 132 2 -1506154214
178 132 2 179 132 2 -1506154214
179 132 2 180 132 2 -1506154214
180 132 2 181 132 2 -1506154214
181 132 2 182 132 2 -1506154214
182 132 2 183 132 2 -1506154214
183 132 2 184 132 2 -1506154214
184 132 2 185 132 2 -1506154214
185 132 2 186 132 2 -1506154214
186 132 2 187 132 2 -1506154214
187 132 2 188 132 2 -1506154214
188 132 2 189 132 2 -1506154214
189 132 2 189 132 1 -1506154214
189 132 1 189 131 1 -1506154214
189 131 1 189 130 1 -1506154214
189 130 1 189 129 1 -1506154214
189 129 1 189 128 1 -1506154214
189 128 1 189 127 1 -1506154214
189 127 1 189 126 1 -1506154214
189 126 1 189 125 1 -1506154214
189 125 1 189 124 1 -1506154214
189 124 1 189 123 1 -1506154214
189 123 1 189 122 1 -1506154214
189 122 1 189 121 1 -1506154214
189 121 1 189 120 1 -1506154214
189 120 1 189 119 1 -1506154214
189 119 1 189 118 1 -1506154214
189 118 1 189 117 1 -1506154214
189 117 1 189 116 1 -1506154214
189 116 1 189 115 1 -1506154214
189 115 1 189 114 1 -1506154214
189 114 1 189 113 1 -1506154214
189 113 1 189 112 1 -1506154214
189 112 1 189 111 1 -1506154214
189 111 1 189 110 1 -1506154214
189 110 1 189 109 1 -1506154214
189 109 1 189 108 1 -1506154214
189 108 1 189 107 1 -1506154214
189 107 1 189 106 1 -1506154214
189 106 1 189 105 1 -1506154214
189 105 1 189 104 1 -1506154214
189 104 1 189 103 1 -1506154214
189 103 1 189 102 1 -1506154214
189 102 1 189 101 1 -1506154214
189 101 1 189 100 1 -1506154214
189 100 1 189 99 1 -1506154214
189 99 1 189 98 1 -1506154214
189 98 1 189 97 1 -1506154214
189 97 1 189 96 1 -1506154214
189 96 1 189 95 1 -1506154214
189 95 1 189 94 1 -1506154214
189 94 1 189 93 1 -1506154214
189 93 1 189 92 1 -1506154214
189 92 1 189 91 1 -1506154214
189 91 1 189 90 1 -1506154214
189 90 1 189 89 1 -1506154214
189 89 1 189 88 1 -1506154214
189 88 1 189 87 1 -1506154214
189 87 1 189 86 1 -1506154214
189 86 1 189 85 1 -1506154214
189 85 1 189 84 1 -1506154214
189 84 1 189 83 1 -1506154214
189 83 1 189 82 1 -1506154214
189 82 1 189 82 0 -1506154214
189 82 0 190 82 0 -1506154214
190 82 0 191 82 0 -1506154214
191 82 0 192 82 0 -1506154214
192 82 0 192 82 1 -1506154214
192 82 1 192 81 1 -1506154214
192 81 1 192 80 1 -1506154214
192 80 1 192 79 1 -1506154214
192 79 1 192 78 1 -1506154214
192 78 1 192 77 1 -1506154214
192 77 1 192 76 1 -1506154214
192 76 1 192 76 2 -1506154214
192 76 2 193 76 2 -1506154214
193 76 2 194 76 2 -1506154214
194 76 2 195 76 2 -1506154214
195 76 2 196 76 2 -1506154214
196 76 2 197 76 2 -1506154214
197 76 2 197 76 1 -1506154214
197 76 1 197 75 1 -1506154214
197 75 1 197 74 1 -1506154214
197 74 1 197 73 1 -1506154214
197 73 1 197 72 1 -1506154214
197 72 1 197 71 1 -1506154214
197 71 1 197 70 1 -1506154214
197 70 1 197 69 1 -1506154214
197 69 1 197 68 1 -1506154214
197 68 1 197 67 1 -1506154214
197 67 1 197 66 1 -1506154214
197 66 1 197 65 1 -1506154214
197 65 1 197 64 1 -1506154214
197 64 1 197 64 2 -1506154214
197 64 2 196 64 2 -1506154214
196 64 2 195 64 2 -1506154214
195 64 2 194 64 2 -1506154214
194 64 2 193 64 2 -1506154214
193 64 2 192 64 2 -1506154214
192 64 2 192 64 1 -1506154214
192 64 1 192 63 1 -1506154214
192 63 1 192 62 1 -1506154214
192 62 1 192 61 1 -1506154214
192 61 1 192 60 1 -1506154214
192 60 1 192 59 1 -1506154214
192 59 1 192 58 1 -1506154214
192 58 1 192 57 1 -1506154214
192 57 1 192 56 1 -1506154214
192 56 1 192 55 1 -1506154214
192 55 1 192 54 1 -1506154214
192 54 1 192 53 1 -1506154214
192 53 1 192 52 1 -1506154214
192 52 1 192 51 1 -1506154214
192 51 1 192 50 1 -1506154214
192 50 1 192 49 1 -1506154214
192 49 1 192 48 1 -1506154214
192 48 1 192 47 1 -1506154214
192 47 1 192 46 1 -1506154214
192 46 1 192 45 1 -1506154214
192 45 1 192 44 1 -1506154214
192 44 1 192 43 1 -1506154214
192 43 1 192 42 1 -1506154214
192 42 1 192 41 1 -1506154214
192 41 1 192 40 1 -1506154214
192 40 1 192 39 1 -1506154214
192 39 1 192 39 2 -1506154214
192 39 2 191 39 2 -1506154214
191 39 2 190 39 2 -1506154214
190 39 2 189 39 2 -1506154214
189 39 2 188 39 2 -1506154214
188 39 2 187 39 2 -1506154214
187 39 2 186 39 2 -1506154214
186 39 2 186 39 1 -1506154214
186 39 1 186 38 1 -1506154214
186 38 1 186 37 1 -1506154214
186 37 1 186 36 1 -1506154214
186 36 1 186 36 2 -1506154214
186 36 2 185 36 2 -1506154214
185 36 2 184 36 2 -1506154214
184 36 2 183 36 2 -1506154214
183 36 2 182 36 2 -1506154214
182 36 2 182 36 1 -1506154214
182 36 1 182 35 1 -1506154214
182 35 1 182 34 1 -1506154214
182 34 1 182 33 1 -1506154214
182 33 1 182 32 1 -1506154214
182 32 1 182 32 2 -1506154214
182 32 2 183 32 2 -1506154214
183 32 2 184 32 2 -1506154214
184 32 2 185 32 2 -1506154214
185 32 2 186 32 2 -1506154214
186 32 2 187 32 2 -1506154214
187 32 2 188 32 2 -1506154214
188 32 2 189 32 2 -1506154214
189 32 2 190 32 2 -1506154214
190 32 2 191 32 2 -1506154214
191 32 2 192 32 2 -1506154214
192 32 2 192 32 1 -1506154214
192 32 1 192 31 1 -1506154214
192 31 1 192 30 1 -1506154214
192 30 1 192 30 2 -1506154214
192 30 2 193 30 2 -1506154214
193 30 2 194 30 2 -1506154214
194 30 2 195 30 2 -1506154214
195 30 2 196 30 2 -1506154214
196 30 2 197 30 2 -1506154214
197 30 2 198 30 2 -1506154214
198 30 2 199 30 2 -1506154214
199 30 2 200 30 2 -1506154214
200 30 2 201 30 2 -1506154214
201 30 2 202 30 2 -1506154214
202 30 2 203 30 2 -1506154214
203 30 2 204 30 2 -1506154214
204 30 2 205 30 2 -1506154214
205 30 2 205 30 1 -1506154214
205 30 1 205 29 1 -1506154214
205 29 1 205 28 1 -1506154214
205 28 1 205 27 1 -1506154214
205 27 1 205 26 1 -1506154214
205 26 1 205 25 1 -1506154214
205 25 1 205 24 1 -1506154214
205 24 1 205 23 1 -1506154214
205 23 1 205 22 1 -1506154214
205 22 1 205 21 1 -1506154214
205 21 1 205 20 1 -1506154214
205 20 1 205 19 1 -1506154214
205 19 1 205 18 1 -1506154214
205 18 1 205 17 1 -1506154214
205 17 1 205 16 1 -1506154214
205 16 1 205 15 1 -1506154214
205 15 1 205 14 1 -1506154214
205 14 1 205 13 1 -1506154214
205 13 1 205 12 1 -1506154214
205 12 1 205 12 2 -1506154214
205 12 2 204 12 2 -1506154214
204 12 2 203 12 2 -1506154214
203 12 2 202 12 2 -1506154214
202 12 2 201 12 2 -1506154214
201 12 2 200 12 2 -1506154214
200 12 2 199 12 2 -1506154214
199 12 2 198 12 2 -1506154214
198 12 2 197 12 2 -1506154214
197 12 2 196 12 2 -1506154214
196 12 2 195 12 2 -1506154214
195 12 2 194 12 2 -1506154214
194 12 2 193 12 2 -1506154214
193 12 2 192 12 2 -1506154214
192 12 2 191 12 2 -1506154214
191 12 2 190 12 2 -1506154214
190 12 2 189 12 2 -1506154214
189 12 2 188 12 2 -1506154214
188 12 2 187 12 2 -1506154214
187 12 2 186 12 2 -1506154214
186 12 2 185 12 2 -1506154214
185 12 2 185 12 1 -1506154214
185 12 1 185 11 1 -1506154214
185 11 1 185 10 1 -1506154214
185 10 1 185 9 1 -1506154214
185 9 1 185 8 1 -1506154214
185 8 1 185 8 2 -1506154214
185 8 2 184 8 2 -1506154214
184 8 2 183 8 2 -1506154214
183 8 2 182 8 2 -1506154214
182 8 2 181 8 2 -1506154214
181 8 2 180 8 2 -1506154214
180 8 2 179 8 2 -1506154214
179 8 2 179 8 1 -1506154214
179 8 1 179 8 2 -1506154214
179 8 2 180 8 2 -1506154214
180 8 2 181 8 2 -1506154214
181 8 2 182 8 2 -1506154214
182 8 2 183 8 2 -1506154214
183 8 2 184 8 2 -1506154214
184 8 2 185 8 2 -1506154214
185 8 2 186 8 2 -1506154214
186 8 2 187 8 2 -1506154214
187 8 2 188 8 2 -1506154214
188 8 2 189 8 2 -1506154214
189 8 2 190 8 2 -1506154214
190 8 2 191 8 2 -1506154214
191 8 2 192 8 2 -1506154214
192 8 2 193 8 2 -1506154214
193 8 2 194 8 2 -1506154214
194 8 2 195 8 2 -1506154214
195 8 2 196 8 2 -1506154214
196 8 2 196 8 1 -1506154214
196 8 1 196 7 1 -1506154214
199 169 1 199 170 1 -1505285594
199 170 1 199 170 2 -1505285594
199 170 2 198 170 2 -1505285594
198 170 2 197 170 2 -1505285594
197 170 2 196 170 2 -1505285594
196 170 2 195 170 2 -1505285594
195 170 2 194 170 2 -1505285594
194 170 2 193 170 2 -1505285594
193 170 2 192 170 2 -1505285594
192 170 2 191 170 2 -1505285594
191 170 2 190 170 2 -1505285594
190 170 2 189 170 2 -1505285594
189 170 2 188 170 2 -1505285594
188 170 2 188 170 1 -1505285594
188 170 1 188 169 1 -1505285594
188 169 1 188 168 1 -1505285594
188 168 1 188 167 1 -1505285594
188 167 1 188 166 1 -1505285594
188 166 1 188 165 1 -1505285594
188 165 1 188 164 1 -1505285594
188 164 1 188 163 1 -1505285594
188 163 1 188 162 1 -1505285594
188 162 1 188 162 2 -1505285594
188 162 2 187 162 2 -1505285594
187 162 2 186 162 2 -1505285594
186 162 2 185 162 2 -1505285594
185 162 2 184 162 2 -1505285594
184 162 2 183 162 2 -1505285594
183 162 2 182 162 2 -1505285594
182 162 2 181 162 2 -1505285594
181 162 2 180 162 2 -1505285594
180 162 2 179 162 2 -1505285594
179 162 2 178 162 2 -1505285594
178 162 2 177 162 2 -1505285594
177 162 2 176 162 2 -1505285594
176 162 2 175 162 2 -1505285594
175 162 2 174 162 2 -1505285594
174 162 2 173 162 2 -1505285594
173 162 2 172 162 2 -1505285594
172 162 2 171 162 2 -1505285594
171 162 2 170 162 2 -1505285594
170 162 2 169 162 2 -1505285594
169 162 2 168 162 2 -1505285594
168 162 2 167 162 2 -1505285594
167 162 2 166 162 2 -1505285594
166 162 2 165 162 2 -1505285594
165 162 2 164 162 2 -1505285594
164 162 2 163 162 2 -1505285594
163 162 2 162 162 2 -1505285594
162 162 2 161 162 2 -1505285594
161 162 2 160 162 2 -1505285594
160 162 2 159 162 2 -1505285594
159 162 2 158 162 2 -1505285594
158 162 2 157 162 2 -1505285594
157 162 2 156 162 2 -1505285594
156 162 2 155 162 2 -1505285594
155 162 2 154 162 2 -1505285594
154 162 2 153 162 2 -1505285594
153 162 2 152 162 2 -1505285594
152 162 2 151 162 2 -1505285594
151 162 2 150 162 2 -1505285594
150 162 2 149 162 2 -1505285594
149 162 2 148 162 2 -1505285594
148 162 2 147 162 2 -1505285594
147 162 2 146 162 2 -1505285594
146 162 2 145 162 2 -1505285594
145 162 2 144 162 2 -1505285594
144 162 2 143 162 2 -1505285594
143 162 2 142 162 2 -1505285594
142 162 2 141 162 2 -1505285594
141 162 2 140 162 2 -1505285594
140 162 2 139 162 2 -1505285594
139 162 2 138 162 2 -1505285594
138 162 2 137 162 2 -1505285594
137 162 2 136 162 2 -1505285594
136 162 2 135 162 2 -1505285594
135 162 2 134 162 2 -1505285594
134 162 2 133 162 2 -1505285594
133 162 2 132 162 2 -1505285594
132 162 2 131 162 2 -1505285594
131 162 2 130 162 2 -1505285594
130 162 2 129 162 2 -1505285594
129 162 2 128 162 2 -1505285594
128 162 2 127 162 2 -1505285594
127 162 2 126 162 2 -1505285594
126 162 2 125 162 2 -1505285594
125 162 2 124 162 2 -1505285594
124 162 2 123 162 2 -1505285594
123 162 2 122 162 2 -1505285594
122 162 2 121 162 2 -1505285594
121 162 2 120 162 2 -1505285594
120 162 2 119 162 2 -1505285594
119 162 2 118 162 2 -1505285594
118 162 2 117 162 2 -1505285594
117 162 2 116 162 2 -1505285594
116 162 2 115 162 2 -1505285594
115 162 2 114 162 2 -1505285594
114 162 2 113 162 2 -1505285594
113 162 2 112 162 2 -1505285594
112 162 2 111 162 2 -1505285594
111 162 2 110 162 2 -1505285594
110 162 2 109 162 2 -1505285594
109 162 2 108 162 2 -1505285594
108 162 2 107 162 2 -1505285594
107 162 2 106 162 2 -1505285594
106 162 2 105 162 2 -1505285594
105 162 2 104 162 2 -1505285594
104 162 2 103 162 2 -1505285594
103 162 2 102 162 2 -1505285594
102 162 2 101 162 2 -1505285594
101 162 2 100 162 2 -1505285594
100 162 2 99 162 2 -1505285594
99 162 2 98 162 2 -1505285594
98 162 2 97 162 2 -1505285594
97 162 2 96 162 2 -1505285594
96 162 2 95 162 2 -1505285594
95 162 2 94 162 2 -1505285594
94 162 2 93 162 2 -1505285594
93 162 2 92 162 2 -1505285594
92 162 2 91 162 2 -1505285594
91 162 2 90 162 2 -1505285594
90 162 2 89 162 2 -1505285594
89 162 2 88 162 2 -1505285594
88 162 2 87 162 2 -1505285594
87 162 2 86 162 2 -1505285594
86 162 2 85 162 2 -1505285594
85 162 2 84 162 2 -1505285594
84 162 2 83 162 2 -1505285594
83 162 2 82 162 2 -1505285594
82 162 2 81 162 2 -1505285594
81 162 2 80 162 2 -1505285594
80 162 2 79 162 2 -1505285594
79 162 2 78 162 2 -1505285594
78 162 2 77 162 2 -1505285594
77 162 2 76 162 2 -1505285594
76 162 2 75 162 2 -1505285594
75 162 2 74 162 2 -1505285594
74 162 2 73 162 2 -1505285594
73 162 2 72 162 2 -1505285594
72 162 2 71 162 2 -1505285594
71 162 2 70 162 2 -1505285594
70 162 2 69 162 2 -1505285594
69 162 2 69 162 1 -1505285594
69 162 1 69 161 1 -1505285594
69 161 1 69 160 1 -1505285594
69 160 1 69 159 1 -1505285594
69 159 1 69 158 1 -1505285594
69 158 1 69 157 1 -1505285594
